game_id,move_number,sfen,prev_sfen,move_usi,player,black_player,white_player,best_move,score_cp,pv
sample,51,ln5n1/1kg2r2l/2gsp1sp1/pppp1pp1p/2P6/P2S4P/2NPPPPP1/3G1GK2/LR4SNL w Bbp 52,ln5n1/1kg2r2l/2gsp1sp1/pppp1pp1p/9/P2S4P/2NPPPPP1/3G1GK2/LR4SNL b BPbp 51,P*7e,black,dimolt77,Nujabes_,B*3b,-52,B*3b B*5a 4b4a 5a7c+ 8b7c 7e7d 7c6b 6f7e
sample,52,ln5n1/1kg2r2l/2gsp1sp1/pppp2p1p/2P2p3/P2S4P/2NPPPPP1/3G1GK2/LR4SNL b Bbp 53,ln5n1/1kg2r2l/2gsp1sp1/pppp1pp1p/2P6/P2S4P/2NPPPPP1/3G1GK2/LR4SNL w Bbp 52,4d4e,white,dimolt77,Nujabes_,B*7f,110,B*7f B*5d 7f5d 5c5d 7e7d 7c7d P*7f B*4d
sample,53,ln2B2n1/1kg2r2l/2gsp1sp1/pppp2p1p/2P2p3/P2S4P/2NPPPPP1/3G1GK2/LR4SNL w bp 54,ln5n1/1kg2r2l/2gsp1sp1/pppp2p1p/2P2p3/P2S4P/2NPPPPP1/3G1GK2/LR4SNL b Bbp 53,B*5a,black,dimolt77,Nujabes_,4b4a,75,4b4a 5a7c+ 8b7c 5g5f 7c6b 8i8d 4e4f 4g4f
sample,54,ln2B2n1/1kg1r3l/2gsp1sp1/pppp2p1p/2P2p3/P2S4P/2NPPPPP1/3G1GK2/LR4SNL b bp 55,ln2B2n1/1kg2r2l/2gsp1sp1/pppp2p1p/2P2p3/P2S4P/2NPPPPP1/3G1GK2/LR4SNL w bp 54,4b5b,white,dimolt77,Nujabes_,5a7c+,294,5a7c+ 7b7c 7e7d 7c7d G*7e 5b4b 7e7d 6c7d
sample,55,ln5n1/1kg1r3l/2+Bsp1sp1/pppp2p1p/2P2p3/P2S4P/2NPPPPP1/3G1GK2/LR4SNL w Gbp 56,ln2B2n1/1kg1r3l/2gsp1sp1/pppp2p1p/2P2p3/P2S4P/2NPPPPP1/3G1GK2/LR4SNL b bp 55,5a7c+,black,dimolt77,Nujabes_,7b7c,-273,7b7c 7e7d 7c7d G*7e P*7c 7e8d 7d8d 8i8d
sample,56,ln5n1/1k2r3l/2gsp1sp1/pppp2p1p/2P2p3/P2S4P/2NPPPPP1/3G1GK2/LR4SNL b G2bp 57,ln5n1/1kg1r3l/2+Bsp1sp1/pppp2p1p/2P2p3/P2S4P/2NPPPPP1/3G1GK2/LR4SNL w Gbp 56,7b7c,white,dimolt77,Nujabes_,7e7d,156,7e7d 7c7d G*7e 4e4f 7e7d 6c7d 8i8d G*8c
sample,57,ln5n1/1k2r3l/2gspGsp1/pppp2p1p/2P2p3/P2S4P/2NPPPPP1/3G1GK2/LR4SNL w 2bp 58,ln5n1/1k2r3l/2gsp1sp1/pppp2p1p/2P2p3/P2S4P/2NPPPPP1/3G1GK2/LR4SNL b G2bp 57,G*4c,black,dimolt77,Nujabes_,5b5a,-114,5b5a 4c3c 2a3c S*6b 5a4a 6b7c 8b7c 7e7d
sample,58,ln2r2n1/1k6l/2gspGsp1/pppp2p1p/2P2p3/P2S4P/2NPPPPP1/3G1GK2/LR4SNL b 2bp 59,ln5n1/1k2r3l/2gspGsp1/pppp2p1p/2P2p3/P2S4P/2NPPPPP1/3G1GK2/LR4SNL w 2bp 58,5b5a,white,dimolt77,Nujabes_,7e7d,145,7e7d 6c7d 4c3c 2a3c S*6b 5a4a P*7e 7d8c
sample,59,ln2r2n1/1k6l/2gspGsp1/ppPp2p1p/5p3/P2S4P/2NPPPPP1/3G1GK2/LR4SNL w P2bp 60,ln2r2n1/1k6l/2gspGsp1/pppp2p1p/2P2p3/P2S4P/2NPPPPP1/3G1GK2/LR4SNL b 2bp 59,7e7d,black,dimolt77,Nujabes_,6c7d,-82,6c7d 4c3c 2a3c S*6b 5a4a 6b7c+ 8b7c P*7e
sample,60,ln2r2n1/1k6l/2g1pGsp1/ppsp2p1p/5p3/P2S4P/2NPPPPP1/3G1GK2/LR4SNL b P2b2p 61,ln2r2n1/1k6l/2gspGsp1/ppPp2p1p/5p3/P2S4P/2NPPPPP1/3G1GK2/LR4SNL w P2bp 60,6c7d,white,dimolt77,Nujabes_,4c3c,60,4c3c 2a3c S*6b 5a4a 6b7c 8b7c G*7e 7d7e
sample,61,ln2r2n1/1k6l/2g1pGsp1/ppsp2p1p/2P2p3/P2S4P/2NPPPPP1/3G1GK2/LR4SNL w 2b2p 62,ln2r2n1/1k6l/2g1pGsp1/ppsp2p1p/5p3/P2S4P/2NPPPPP1/3G1GK2/LR4SNL b P2b2p 61,P*7e,black,dimolt77,Nujabes_,7d6c,-43,7d6c 4c3c 2a3c S*6b 5a4a 6b7c 8b7c G*7d
sample,62,ln2r2n1/1k6l/1sg1pGsp1/pp1p2p1p/2P2p3/P2S4P/2NPPPPP1/3G1GK2/LR4SNL b 2b2p 63,ln2r2n1/1k6l/2g1pGsp1/ppsp2p1p/2P2p3/P2S4P/2NPPPPP1/3G1GK2/LR4SNL w 2b2p 62,7d8c,white,dimolt77,Nujabes_,4c3c,-32,4c3c 2a3c S*6b 5a4a 6b7c 8b7c G*7d 8c7d
sample,63,ln2r2n1/1k6l/1sg1pGsp1/pp1p2p1p/2P1Sp3/P7P/2NPPPPP1/3G1GK2/LR4SNL w 2b2p 64,ln2r2n1/1k6l/1sg1pGsp1/pp1p2p1p/2P2p3/P2S4P/2NPPPPP1/3G1GK2/LR4SNL b 2b2p 63,6f5e,black,dimolt77,Nujabes_,3c2d,642,3c2d 8i8f P*7f 4c4b 7f7g+ 4b5a 7g6h R*6b
sample,64,ln2r2n1/1k6l/1sg1pGsp1/pp1p2p1p/2P1Sp3/P1p5P/2NPPPPP1/3G1GK2/LR4SNL b 2bp 65,ln2r2n1/1k6l/1sg1pGsp1/pp1p2p1p/2P1Sp3/P7P/2NPPPPP1/3G1GK2/LR4SNL w 2b2p 64,P*7f,white,dimolt77,Nujabes_,4c3c,-566,4c3c 2a3c S*6b 7f7g+ 6h7g 5a4a 6b7c+ 8b7c
sample,65,ln2r2n1/1k6l/1sg1pGsp1/pp1p2p1p/1NP1Sp3/P1p5P/3PPPPP1/3G1GK2/LR4SNL w 2bp 66,ln2r2n1/1k6l/1sg1pGsp1/pp1p2p1p/2P1Sp3/P1p5P/2NPPPPP1/3G1GK2/LR4SNL b 2bp 65,7g8e,black,dimolt77,Nujabes_,8d8e,1113,8d8e 8i8e 4e4f 5e6d P*8d 6d7c 8a7c 4c3c
sample,66,ln2r2n1/1k6l/1sg1pGsp1/p2p2p1p/1pP1Sp3/P1p5P/3PPPPP1/3G1GK2/LR4SNL b 2bnp 67,ln2r2n1/1k6l/1sg1pGsp1/pp1p2p1p/1NP1Sp3/P1p5P/3PPPPP1/3G1GK2/LR4SNL w 2bp 66,8d8e,white,dimolt77,Nujabes_,4c3c,-1098,4c3c 2a3c S*6b 5a2a 6b7c+ 8b7c 8i8e S*8d
sample,67,ln2r2n1/1k6l/1sg1pGsp1/p2p2p1p/1RP1Sp3/P1p5P/3PPPPP1/3G1GK2/L5SNL w P2bnp 68,ln2r2n1/1k6l/1sg1pGsp1/p2p2p1p/1pP1Sp3/P1p5P/3PPPPP1/3G1GK2/LR4SNL b 2bnp 67,8i8e,black,dimolt77,Nujabes_,P*8d,1215,P*8d 8e8i 3c2d 5g5f 1d1e 1f1e 2a3c 5e4d
sample,68,ln2r2n1/1k6l/1sg1pGsp1/pp1p2p1p/1RP1Sp3/P1p5P/3PPPPP1/3G1GK2/L5SNL b P2bn 69,ln2r2n1/1k6l/1sg1pGsp1/p2p2p1p/1RP1Sp3/P1p5P/3PPPPP1/3G1GK2/L5SNL w P2bnp 68,P*8d,white,dimolt77,Nujabes_,8e8i,-1198,8e8i 3c2d 4c4d 1d1e 4d3d 4e4f 5e4f 1e1f
sample,69,ln2r2n1/1k6l/1sg1pGsp1/pp1p2p1p/2P1Sp3/P1p5P/1R1PPPPP1/3G1GK2/L5SNL w P2bn 70,ln2r2n1/1k6l/1sg1pGsp1/pp1p2p1p/1RP1Sp3/P1p5P/3PPPPP1/3G1GK2/L5SNL b P2bn 69,8e8g,black,dimolt77,Nujabes_,3c2d,1314,3c2d P*8e 8d8e 8g8e P*8d 8e8i 1d1e 1f1e
sample,70,ln2r2n1/1k6l/1sg2Gsp1/pp1pp1p1p/2P1Sp3/P1p5P/1R1PPPPP1/3G1GK2/L5SNL b P2bn 71,ln2r2n1/1k6l/1sg1pGsp1/pp1p2p1p/2P1Sp3/P1p5P/1R1PPPPP1/3G1GK2/L5SNL w P2bn 70,5c5d,white,dimolt77,Nujabes_,4c3c,-1052,4c3c 5d5e S*6b 5a5d 6b7c 8b7c 3c4c 4e4f
sample,71,ln2r2n1/1k6l/1sg2Gsp1/pp1ppSp1p/2P2p3/P1p5P/1R1PPPPP1/3G1GK2/L5SNL w P2bn 72,ln2r2n1/1k6l/1sg2Gsp1/pp1pp1p1p/2P1Sp3/P1p5P/1R1PPPPP1/3G1GK2/L5SNL b P2bn 71,5e4d,black,dimolt77,Nujabes_,3c4d,1588,3c4d 4c4d 4e4f S*7d 7c7d 7e7d N*3e 4g4f
sample,72,ln2r2n1/1k6l/1sg2G1p1/pp1ppsp1p/2P2p3/P1p5P/1R1PPPPP1/3G1GK2/L5SNL b P2bsn 73,ln2r2n1/1k6l/1sg2Gsp1/pp1ppSp1p/2P2p3/P1p5P/1R1PPPPP1/3G1GK2/L5SNL w P2bn 72,3c4d,white,dimolt77,Nujabes_,4c4d,-1642,4c4d 4e4f 4g4f S*5i 6h5h 5i4h 5h4h G*7b
sample,73,ln2r2n1/1k6l/1sg4p1/pp1ppGp1p/2P2p3/P1p5P/1R1PPPPP1/3G1GK2/L5SNL w SP2bsn 74,ln2r2n1/1k6l/1sg2G1p1/pp1ppsp1p/2P2p3/P1p5P/1R1PPPPP1/3G1GK2/L5SNL b P2bsn 73,4c4d,black,dimolt77,Nujabes_,4e4f,1674,4e4f 4g4f S*5i 6h5h 5i4h 5h4h G*7b P*8e
sample,74,ln2r2n1/1k6l/1sg4p1/pp1ppGp1p/2P1bp3/P1p5P/1R1PPPPP1/3G1GK2/L5SNL b SPbsn 75,ln2r2n1/1k6l/1sg4p1/pp1ppGp1p/2P2p3/P1p5P/1R1PPPPP1/3G1GK2/L5SNL w SP2bsn 74,B*5e,white,dimolt77,Nujabes_,S*6b,-540,S*6b 5a4a 6b7c 8b7c P*8e 4a4d 8e8d 8c9b
sample,75,ln2r2n1/1k6l/1sg4p1/pp1pp1p1p/2P1bG3/P1p5P/1R1PPPPP1/3G1GK2/L5SNL w S2Pbsn 76,ln2r2n1/1k6l/1sg4p1/pp1ppGp1p/2P1bp3/P1p5P/1R1PPPPP1/3G1GK2/L5SNL b SPbsn 75,4d4e,black,dimolt77,Nujabes_,5e9i+,1653,5e9i+ S*7d S*7b 7d8c+ 7c8c S*7d 9i9h 6h7h
sample,76,ln2r2n1/1k6l/1sg4p1/pp1pp1p1p/2P2G3/P1p5P/1R1PPPPP1/3G1GK2/+b5SNL b S2Pbsnl 77,ln2r2n1/1k6l/1sg4p1/pp1pp1p1p/2P1bG3/P1p5P/1R1PPPPP1/3G1GK2/L5SNL w S2Pbsn 76,5e9i+,white,dimolt77,Nujabes_,S*7d,-1656,S*7d S*7b 7d8c+ 7c8c S*7d 9i9h 6h7h 5a4a
sample,77,ln2r2n1/1k6l/1sg4p1/ppPpp1p1p/5G3/P1p5P/1R1PPPPP1/3G1GK2/+b5SNL w S2Pbsnl 78,ln2r2n1/1k6l/1sg4p1/pp1pp1p1p/2P2G3/P1p5P/1R1PPPPP1/3G1GK2/+b5SNL b S2Pbsnl 77,7e7d,black,dimolt77,Nujabes_,8c7d,2081,8c7d 3g3f 5a4a P*7e 7d8c S*7d 7c7d 7e7d
sample,78,ln2r2n1/1k6l/2g4p1/ppspp1p1p/5G3/P1p5P/1R1PPPPP1/3G1GK2/+b5SNL b S2Pbsnlp 79,ln2r2n1/1k6l/1sg4p1/ppPpp1p1p/5G3/P1p5P/1R1PPPPP1/3G1GK2/+b5SNL w S2Pbsnl 78,8c7d,white,dimolt77,Nujabes_,P*7e,-2063,P*7e 7d7e S*6f 7e6f 6g6f 9i9h S*6b 5a4a
sample,79,ln2r2n1/1k1S4l/2g4p1/ppspp1p1p/5G3/P1p5P/1R1PPPPP1/3G1GK2/+b5SNL w 2Pbsnlp 80,ln2r2n1/1k6l/2g4p1/ppspp1p1p/5G3/P1p5P/1R1PPPPP1/3G1GK2/+b5SNL b S2Pbsnlp 79,S*6b,black,dimolt77,Nujabes_,5a4a,2217,5a4a 6b7c 8b7c 4e4f N*7e 8g8f S*8e 8f8e
sample,80,ln3r1n1/1k1S4l/2g4p1/ppspp1p1p/5G3/P1p5P/1R1PPPPP1/3G1GK2/+b5SNL b 2Pbsnlp 81,ln2r2n1/1k1S4l/2g4p1/ppspp1p1p/5G3/P1p5P/1R1PPPPP1/3G1GK2/+b5SNL w 2Pbsnlp 80,5a4a,white,dimolt77,Nujabes_,4e3d,-2398,4e3d 7c7b 8g8d S*8c 8d8f P*8d 8f7f 7b6b
sample,81,ln3r1n1/1k6l/2+S4p1/ppspp1p1p/5G3/P1p5P/1R1PPPPP1/3G1GK2/+b5SNL w G2Pbsnlp 82,ln3r1n1/1k1S4l/2g4p1/ppspp1p1p/5G3/P1p5P/1R1PPPPP1/3G1GK2/+b5SNL b 2Pbsnlp 81,6b7c+,black,dimolt77,Nujabes_,8b7c,2492,8b7c 4e5d P*4f G*5e 4f4g+ 4h4g S*7e P*4b
sample,82,l4r1n1/1k6l/2n4p1/ppspp1p1p/5G3/P1p5P/1R1PPPPP1/3G1GK2/+b5SNL b G2Pb2snlp 83,ln3r1n1/1k6l/2+S4p1/ppspp1p1p/5G3/P1p5P/1R1PPPPP1/3G1GK2/+b5SNL w G2Pbsnlp 82,8a7c,white,dimolt77,Nujabes_,8g8d,-1551,8g8d S*8c 8d7d 8c7d P*7e 7d7e G*7d S*8c
sample,83,l4r1n1/1k6l/2n4p1/ppspG1p1p/9/P1p5P/1R1PPPPP1/3G1GK2/+b5SNL w G3Pb2snlp 84,l4r1n1/1k6l/2n4p1/ppspp1p1p/5G3/P1p5P/1R1PPPPP1/3G1GK2/+b5SNL b G2Pb2snlp 83,4e5d,black,dimolt77,Nujabes_,S*7e,1963,S*7e G*5e L*6a 5g5f S*8c P*7g 7f7g+ 6h7g
sample,84,l4r1n1/1k6l/2n4p1/ppspG1p1p/9/P1p2n2P/1R1PPPPP1/3G1GK2/+b5SNL b G3Pb2slp 85,l4r1n1/1k6l/2n4p1/ppspG1p1p/9/P1p5P/1R1PPPPP1/3G1GK2/+b5SNL w G3Pb2snlp 84,N*4f,white,dimolt77,Nujabes_,3h2h,-912,3h2h B*7b G*5c L*2d 4g4f P*5b N*8f S*8c
sample,85,l4r1n1/1k6l/2n4p1/ppspG1p1p/9/P1p2n2P/1R1PPPPP1/3G1G1K1/+b5SNL w G3Pb2slp 86,l4r1n1/1k6l/2n4p1/ppspG1p1p/9/P1p2n2P/1R1PPPPP1/3G1GK2/+b5SNL b G3Pb2slp 85,3h2h,black,dimolt77,Nujabes_,L*2d,1381,L*2d 5d6d B*7b G*3f 7d7e 4g4f 8b8c N*5f
sample,86,l4r1n1/1k6l/2n4p1/ppspG1p1p/9/P1p2n2P/1R1PPPPP1/3G1G1K1/+b3s1SNL b G3Pbslp 87,l4r1n1/1k6l/2n4p1/ppspG1p1p/9/P1p2n2P/1R1PPPPP1/3G1G1K1/+b5SNL w G3Pb2slp 86,S*5i,white,dimolt77,Nujabes_,4h4i,-654,4h4i 5i6h+ 5d6d G*6c 6d6c 7d6c 4g4f S*7e
sample,87,l4r1n1/1k6l/2n4p1/ppspG1p1p/9/P1p2P2P/1R1PP1PP1/3G1G1K1/+b3s1SNL w GN3Pbslp 88,l4r1n1/1k6l/2n4p1/ppspG1p1p/9/P1p2n2P/1R1PPPPP1/3G1G1K1/+b3s1SNL b G3Pbslp 87,4g4f,black,dimolt77,Nujabes_,5i4h,1122,5i4h+ 3i4h B*6e 8g8d S*8c G*3h 6e5d 8d7d
sample,88,l4r1n1/1k6l/2n4p1/ppspG1p1p/9/P1p2P2P/1R1PP1PP1/3G1+s1K1/+b5SNL b GN3Pbgslp 89,l4r1n1/1k6l/2n4p1/ppspG1p1p/9/P1p2P2P/1R1PP1PP1/3G1G1K1/+b3s1SNL w GN3Pbslp 88,5i4h+,white,dimolt77,Nujabes_,3i4h,-1234,3i4h B*6e 8g8d S*8c G*3h 6e5d 8d7d 8c7d
sample,89,l4r1n1/1k6l/2n4p1/ppspG1p1p/9/P1p2P2P/1R1PP1PP1/3G1S1K1/+b6NL w GSN3Pbgslp 90,l4r1n1/1k6l/2n4p1/ppspG1p1p/9/P1p2P2P/1R1PP1PP1/3G1+s1K1/+b5SNL b GN3Pbgslp 89,3i4h,black,dimolt77,Nujabes_,B*6e,1194,B*6e S*3h 6e5d N*6f 9i6f 6g6f P*4g 4h4g
sample,90,l4r1n1/1k6l/2n4p1/ppspG1p1p/9/P1p2P2P/1R1PPpPP1/3G1S1K1/+b6NL b GSN3Pbgsl 91,l4r1n1/1k6l/2n4p1/ppspG1p1p/9/P1p2P2P/1R1PP1PP1/3G1S1K1/+b6NL w GSN3Pbgslp 90,P*4g,white,dimolt77,Nujabes_,4h4g,-615,4h4g B*6e G*3h 6e5d N*6f 9i6f 6g6f L*2d
sample,91,l4r1n1/1k6l/2n4p1/ppspG1p1p/9/P1p2P2P/1R1PPSPP1/3G3K1/+b6NL w GSN4Pbgsl 92,l4r1n1/1k6l/2n4p1/ppspG1p1p/9/P1p2P2P/1R1PPpPP1/3G1S1K1/+b6NL b GSN3Pbgsl 91,4h4g,black,dimolt77,Nujabes_,G*4h,587,B*6e G*3h 6e5d N*6f 9i6f 6g6f N*3e S*3f
sample,92,l4r1n1/1k6l/2n4p1/ppspG1p1p/9/P1p2P2P/1R1PPSPP1/3G1s1K1/+b6NL b GSN4Pbgl 93,l4r1n1/1k6l/2n4p1/ppspG1p1p/9/P1p2P2P/1R1PPSPP1/3G3K1/+b6NL w GSN4Pbgsl 92,S*4h,white,dimolt77,Nujabes_,G*3h,557,G*3h 7f7g+ 6h7g 4h5g+ N*6f 7d8c P*7d 7c8e
sample,93,l4r1n1/1k6l/2n4p1/ppspG1p1p/9/P1p2P2P/1R1PPSPP1/3G1s1K1/+b5NNL w GS4Pbgl 94,l4r1n1/1k6l/2n4p1/ppspG1p1p/9/P1p2P2P/1R1PPSPP1/3G1s1K1/+b6NL b GSN4Pbgl 93,N*3i,black,dimolt77,Nujabes_,B*6e,1121,B*6e G*3h 4h3i+ 2h3i 6e5d S*5b 4a4b P*7e
sample,94,l4r1n1/1k6l/2n4p1/ppspG1p1p/9/P4P2P/1R+pPPSPP1/3G1s1K1/+b5NNL b GS4Pbgl 95,l4r1n1/1k6l/2n4p1/ppspG1p1p/9/P1p2P2P/1R1PPSPP1/3G1s1K1/+b5NNL w GS4Pbgl 94,7f7g+,white,dimolt77,Nujabes_,P*7e,-604,P*7e 4h3i 2h3i N*3e S*3f 7d8c 6h7g L*8e
sample,95,l4r1n1/1k6l/2n4p1/pRspG1p1p/9/P4P2P/2+pPPSPP1/3G1s1K1/+b5NNL w GS5Pbgl 96,l4r1n1/1k6l/2n4p1/ppspG1p1p/9/P4P2P/1R+pPPSPP1/3G1s1K1/+b5NNL b GS4Pbgl 95,8g8d,black,dimolt77,Nujabes_,G*8c,927,G*8c 8d7d 4h3i 2h3i 8c7d S*6c R*8i S*4i
sample,96,l4r1n1/1k6l/1gn4p1/pRspG1p1p/9/P4P2P/2+pPPSPP1/3G1s1K1/+b5NNL b GS5Pbl 97,l4r1n1/1k6l/2n4p1/pRspG1p1p/9/P4P2P/2+pPPSPP1/3G1s1K1/+b5NNL w GS5Pbgl 96,G*8c,white,dimolt77,Nujabes_,8d7d,-991,8d7d 4h3i 2h3i 8c7d S*6c R*8i P*7i 7g6h
sample,97,l4r1n1/1k6l/1+Rn4p1/p1spG1p1p/9/P4P2P/2+pPPSPP1/3G1s1K1/+b5NNL w 2GS5Pbl 98,l4r1n1/1k6l/1gn4p1/pRspG1p1p/9/P4P2P/2+pPPSPP1/3G1s1K1/+b5NNL b GS5Pbl 97,8d8c+,black,dimolt77,Nujabes_,8b8c,1381,8b8c G*3h 8c8d 3h4h 7g6h S*7f G*7e P*8e
sample,98,l4r1n1/8l/1kn4p1/p1spG1p1p/9/P4P2P/2+pPPSPP1/3G1s1K1/+b5NNL b 2GS5Prbl 99,l4r1n1/1k6l/1+Rn4p1/p1spG1p1p/9/P4P2P/2+pPPSPP1/3G1s1K1/+b5NNL w 2GS5Pbl 98,8b8c,white,dimolt77,Nujabes_,G*3h,-1336,G*3h 7g6h 3h4h 8c8d S*7f G*7g G*8g 7g7f
sample,99,l4r1n1/8l/1kn4p1/p1spG1p1p/9/P4P2P/2+pPPSPP1/4Gs1K1/+b5NNL w 2GS5Prbl 100,l4r1n1/8l/1kn4p1/p1spG1p1p/9/P4P2P/2+pPPSPP1/3G1s1K1/+b5NNL b 2GS5Prbl 99,6h5h,black,dimolt77,Nujabes_,4h3i,1967,4h3i 2h3i 8c8d 3i2h R*8i 5d6d N*3e P*7i
sample,100,l4r1n1/8l/1kn4p1/p1spG1p1p/9/P4P2P/2+pPPSPP1/4G2K1/+b4sNNL b 2GS5Prbl 101,l4r1n1/8l/1kn4p1/p1spG1p1p/9/P4P2P/2+pPPSPP1/4Gs1K1/+b5NNL w 2GS5Prbl 100,4h4i,white,dimolt77,Nujabes_,P*8e,-46,P*8e 7c8e 5d6d P*7c S*6e 8c8d 6d7d 7c7d
sample,101,l4r1n1/8l/1kn4p1/p1spG1p1p/9/P4P2P/2+pPPSPP1/5G1K1/+b4sNNL w 2GS5Prbl 102,l4r1n1/8l/1kn4p1/p1spG1p1p/9/P4P2P/2+pPPSPP1/4G2K1/+b4sNNL b 2GS5Prbl 101,5h4h,black,dimolt77,Nujabes_,R*7h,1782,R*7h G*5i 8c8d 5d6d B*9g 6d7c 8d7c P*8e
sample,102,l4r1n1/8l/1kn4p1/p1spG1p1p/9/P4P2P/2+pPPSPP1/2r2G1K1/+b4sNNL b 2GS5Pbl 103,l4r1n1/8l/1kn4p1/p1spG1p1p/9/P4P2P/2+pPPSPP1/5G1K1/+b4sNNL w 2GS5Prbl 102,R*7h,white,dimolt77,Nujabes_,G*5i,-1831,G*5i 8c8d 5d6d B*9g 6d7c 8d7c 5i4i 7c8d
sample,103,l4r1n1/8l/1kn4p1/pPspG1p1p/9/P4P2P/2+pPPSPP1/2r2G1K1/+b4sNNL w 2GS4Pbl 104,l4r1n1/8l/1kn4p1/p1spG1p1p/9/P4P2P/2+pPPSPP1/2r2G1K1/+b4sNNL b 2GS5Pbl 103,P*8d,black,dimolt77,Nujabes_,8c8d,2205,8c8d G*5i B*9g S*5e 8d8e 5d6d 7c6e 6d7d
sample,104,l4r1n1/8l/2n4p1/pkspG1p1p/9/P4P2P/2+pPPSPP1/2r2G1K1/+b4sNNL b 2GS4Pblp 105,l4r1n1/8l/1kn4p1/pPspG1p1p/9/P4P2P/2+pPPSPP1/2r2G1K1/+b4sNNL w 2GS4Pbl 104,8c8d,white,dimolt77,Nujabes_,G*5i,-2302,G*5i B*9g S*6c 7d6c 5d6c 7c6e 5i4i 8d8e
sample,105,l4r1n1/8l/2n4p1/pkspG1p1p/9/PS3P2P/2+pPPSPP1/2r2G1K1/+b4sNNL w 2G4Pblp 106,l4r1n1/8l/2n4p1/pkspG1p1p/9/P4P2P/2+pPPSPP1/2r2G1K1/+b4sNNL b 2GS4Pblp 105,S*8f,black,dimolt77,Nujabes_,7h4h+,4701,7h4h+ G*3h 4i3h 4g3h G*4i P*8e 7c8e 2h1h
